Date,Price,Open,High,Low,Vol.,Change %
"Jan 24, 2020","9,562.00","9,576.80","9,639.90","9,552.50",154.73M,0.46%
"Jan 23, 2020","9,518.50","9,549.40","9,604.70","9,499.30",169.14M,-0.58%
"Jan 22, 2020","9,573.70","9,622.00","9,632.80","9,557.00",134.57M,-0.39%
"Jan 21, 2020","9,611.30","9,593.40","9,620.70","9,550.00",126.45M,-0.49%
"Jan 20, 2020","9,658.80","9,676.60","9,680.90","9,623.10",99.96M,-0.23%
"Jan 17, 2020","9,681.30","9,616.10","9,709.90","9,611.30",159.82M,1.14%
"Jan 16, 2020","9,572.50","9,516.70","9,579.50","9,481.60",133.84M,0.64%
"Jan 15, 2020","9,511.70","9,521.20","9,530.20","9,475.00",162.00M,-0.17%
"Jan 14, 2020","9,528.30","9,548.10","9,548.40","9,466.00",143.77M,-0.16%
"Jan 13, 2020","9,543.90","9,586.60","9,586.60","9,507.40",124.15M,-0.31%
"Jan 10, 2020","9,573.60","9,611.30","9,623.60","9,557.90",132.89M,-0.09%
"Jan 09, 2020","9,581.80","9,629.20","9,644.80","9,573.80",151.79M,-0.10%
"Jan 08, 2020","9,591.40","9,535.10","9,604.30","9,520.30",133.96M,0.12%
"Jan 07, 2020","9,579.80","9,623.10","9,657.90","9,557.90",133.48M,-0.22%
"Jan 06, 2020","9,600.90","9,585.40","9,618.20","9,492.70",103.52M,-0.47%
"Jan 03, 2020","9,646.60","9,631.20","9,650.70","9,581.20",135.13M,-0.46%
"Jan 02, 2020","9,691.20","9,639.10","9,705.40","9,615.10",142.38M,1.49%
"Dec 31, 2019","9,549.20","9,564.90","9,564.90","9,518.50",62.70M,-0.66%
"Dec 30, 2019","9,612.60","9,672.50","9,682.10","9,612.60",95.10M,-0.91%
"Dec 27, 2019","9,700.50","9,673.00","9,700.50","9,657.50",103.11M,0.40%
"Dec 24, 2019","9,661.80","9,632.10","9,661.80","9,607.80",35.44M,0.02%
"Dec 23, 2019","9,659.60","9,650.20","9,670.90","9,639.00",119.33M,-0.16%
"Dec 20, 2019","9,675.50","9,620.40","9,675.50","9,605.80",366.71M,0.61%
"Dec 19, 2019","9,617.20","9,622.60","9,635.40","9,567.40",165.38M,-0.05%
"Dec 18, 2019","9,621.80","9,606.10","9,659.20","9,606.10",156.46M,0.06%
"Dec 17, 2019","9,615.90","9,630.70","9,652.40","9,608.10",157.68M,-0.67%
"Dec 16, 2019","9,680.60","9,607.90","9,692.40","9,599.70",163.33M,1.22%
"Dec 13, 2019","9,563.70","9,598.20","9,650.90","9,554.10",261.41M,1.01%
"Dec 12, 2019","9,468.50","9,416.30","9,505.60","9,370.00",213.48M,0.81%
"Dec 11, 2019","9,392.50","9,315.40","9,421.50","9,300.30",145.84M,0.77%
"Dec 10, 2019","9,321.10","9,355.60","9,355.70","9,246.10",136.83M,-0.36%
"Dec 09, 2019","9,354.60","9,378.20","9,403.50","9,354.60",106.94M,-0.30%
"Dec 06, 2019","9,382.70","9,267.30","9,395.40","9,247.70",125.32M,1.51%
"Dec 05, 2019","9,243.40","9,284.30","9,325.80","9,243.40",120.86M,-0.30%
"Dec 04, 2019","9,270.80","9,146.20","9,277.60","9,144.80",152.24M,1.48%
"Dec 03, 2019","9,135.70","9,176.80","9,209.80","9,110.10",162.64M,-0.22%
"Dec 02, 2019","9,156.30","9,367.20","9,390.90","9,146.60",200.67M,-2.09%
